target_id	S2_DRSC_CG8144_RNAi_1	S2_DRSC_CG8144_RNAi_3	S2_DRSC_CG8144_RNAi_4	S2_DRSC_Untreated_1	S2_DRSC_Untreated_3	S2_DRSC_Untreated_4
FBtr0331429	62.1231	0	37.4551	0	0	32.2874
FBtr0331428	209.279	137.214	72.9018	286.285	111.021	9.2097e-5
FBtr0082727	21.3577	91.2507	78.0701	0	62.6927	60.6226
FBtr0301219	89.6996	65.2261	143.748	332.827	86.0101	226.09
FBtr0088166	0	0	0	1	0	1
FBtr0310646	842.962	42.7004	16.1156	741.781	13.0111	22.9919
FBtr0073730	3305.04	1562.3	1941.88	3532.22	1439.99	1646.01
FBtr0079724	5040.25	13.9884	6.94089	0.0032576	36.2732	15.7999
FBtr0346454	18184.2	10.9156	21.5733	18401.7	8.13741	8.21603
FBtr0100541	12368.5	18860.1	25244.5	30965.3	17729.6	23429
FBtr0343865	6	0	0	0	0	0
FBtr0079324	0	2	2	7	0	3
FBtr0079598	651	328	394.2	669	306.217	362
FBtr0081220	93.1073	0	15.4633	8.39697e-5	3.06358e-5	7.79551
FBtr0300823	9.08417e-5	0	0	67.8957	14.1108	0
FBtr0081221	68.2475	80.9033	50.9922	142.574	94.1099	124.622
FBtr0310645	41.645	70.0967	159.545	75.5065	93.965	73.5827
FBtr0081219	1.85033e-5	0	0	35.024	11.8143	0
FBtr0075314	305	126	158	319	124	179
FBtr0070136	118.494	42.709	131.397	338.488	222	40.8119
FBtr0070137	325.332	50.8503	0	162.845	0	20.4965
FBtr0070135	82.1741	194.441	209.603	58.667	1.63243e-4	131.692
FBtr0076688	542.589	373.519	432	350.391	399.846	451.489
FBtr0346546	674.358	0	0	807.018	11.1537	0
FBtr0302935	632.632	212.059	343.427	632.576	213.101	218.235
FBtr0082329	81.3679	174.941	146.573	201.424	148.899	115.765
FBtr0344017	62.0598	0	11.857	0	0	13.5796
FBtr0091678	1136.27	360.576	461.386	956.012	367.656	293.584
FBtr0344016	44.7931	20.7029	0	81.8683	28.1211	0
FBtr0342985	467.108	216.475	134.116	400.399	213.028	177.744
FBtr0071815	4456.09	495.225	617.099	2541.28	654.79	482.937
FBtr0071816	74.4272	1.14532e-6	44.1219	142.25	0	2.00499e-6
FBtr0071813	12373.3	5852.07	7812.8	21796.4	8544.44	8675.25
FBtr0342986	114.173	733.85	0.463937	0.202612	9.63075	587.101
FBtr0071814	723.969	73.3488	57.3353	1430.36	120.088	105.825
FBtr0083049	494	241.803	276.805	495	207	213
FBtr0079593	8.23129e-8	0	0	0	12.8673	0.535773
FBtr0332415	100	33.6277	36.8773	93	33.6198	38.3222
FBtr0345640	2315.7	150.436	125.077	771.9	25.0434	100.354
FBtr0077562	1300.3	1424.56	1674.92	3055.1	1527.96	1515.65
FBtr0085387	686.173	256.981	363.86	542.684	229.011	208.011
FBtr0085386	1039.83	492.019	528.14	821.316	354.989	374.989
FBtr0085614	23.6252	19.9199	15.6204	17.8312	13.3122	15.8957
FBtr0303924	7	5	2	15	6	6.98839
FBtr0303923	0	0	0	0	0	0.0116089
FBtr0300811	980	527	627	965	486	463
FBtr0340626	0.857225	0	0	0	0	0
FBtr0340627	0	0	0	0	0	0
FBtr0340628	0.142775	0	0	0	0	0
FBtr0087784	4320.45	2224.34	3075.72	4185.49	2171.88	2809.26
FBtr0332882	1260.68	0	0	1291.55	0	7.74145
FBtr0339391	3.15393	662.657	473.277	37.3143	270.118	27.0052
FBtr0084095	265.733	62.3416	66.3984	175.299	54.7078	45.3382
FBtr0343807	0	0	0	0	0	8.56575
FBtr0343805	158.43	0.00495931	166.383	0.184047	269.296	407.21
FBtr0343806	1172.84	697.653	648.219	1646.52	504.996	266.886
FBtr0086801	14.5264	3.38412	7	20.264	6	2.99999
FBtr0344145	1	0	0	0	0	0
FBtr0100454	0	0	0	0	0	0
FBtr0082255	0	0	0	0	0	0
FBtr0082256	0	0	0	0	1	0
FBtr0100455	0	0	0	0	0	0
FBtr0088783	1181	602.394	686	1370	549	573.631
FBtr0301333	0.11715	0	0	0	0.102257	0
FBtr0332689	0.88285	0	0	0	0.897743	0
FBtr0086107	3299	1703	2115	4501	1772	1677
FBtr0072159	6	1	7	13	5	2
FBtr0076218	76.698	56.5531	16.1835	212.341	106.542	156.66
FBtr0076219	1472.3	808.447	974.816	1291.66	590.458	603.34
FBtr0113346	10	3	1	5	0	1
FBtr0100083	1	0	0	2	0	0
FBtr0079765	0	0	1	0	0	0
FBtr0071734	0	0	1	0	0	0
FBtr0071191	105.835	60.3227	86.7946	96.3	67.3607	63.604
FBtr0345988	66.1652	9.6773	19.2054	108.7	9.63928	19.396
FBtr0071902	185.122	54.1972	36.7352	103.782	10.4607	5.13584
FBtr0332909	600.878	333.803	533.265	421.218	229.539	315.864
FBtr0078892	6215	3879	4674	7902	3386	4172
FBtr0073061	0	1	0	0	0	0
FBtr0081973	4	2.89917	0	1	0	4
FBtr0333190	0	3.10083	1	0	1	0
FBtr0072990	410	181	286	448	133	208
FBtr0076205	169.96	13.1784	21.2879	104.755	8.98906	0
FBtr0076204	210.04	149.822	203.712	272.245	156.011	169
FBtr0081487	472.868	328.71	387.779	673.679	435.83	395.794
FBtr0331678	253.132	18.2902	18.2209	295.321	12.1699	12.2063
FBtr0086674	2566	1105	1392	1812	765	938
FBtr0113686	56	26	35	41	27	26
FBtr0113685	0	0	0	0	0	0
FBtr0072069	18.4521	14.68	0	0	20.8481	29.8521
FBtr0072067	0	0	1.094e-5	7.56035e-5	16.4635	0
FBtr0072070	611.537	227.358	305.618	931.416	279.184	339.593
FBtr0332926	0	0	0	19.3264	40.6305	0
FBtr0072068	100.011	61.2978	15.5288	104.258	59.7199	0
FBtr0072066	0	1.66471	83.8533	1.63248e-6	0.153882	20.5547
FBtr0087059	2027	932	1125	2246	972	1072
FBtr0074966	575.609	342.014	456.682	974.119	398.079	458.479
FBtr0333896	721.391	98.9855	82.3184	409.881	65.9212	49.521
FBtr0302288	0	0	0	1	0	0
FBtr0086613	128	63	75	54	26	18
FBtr0091795	0	27.6627	20	21.1027	7.09876	18.6612
FBtr0300891	1.9522	0	0	12.0788	0.421744	0
FBtr0091794	0	0	0	0	1.73271	0
FBtr0091793	0	1.66866	0	7.49788	1.45962	1.66938
FBtr0300892	0	0	0	4.82266	0.194501	0
FBtr0091792	36.0478	0	0	0	9.90034	0
FBtr0301734	160	93	128	186	72	100
FBtr0342889	128.434	45.5318	64.9088	77.6475	24.0232	85.2818
FBtr0071618	138.566	63.4682	64.0912	221.352	78.9768	47.7182
FBtr0344856	0	0	0	0	0	0
FBtr0329838	0	0	0	11.0395	10.6038	0
FBtr0329840	0	1.44594e-7	9.20703e-8	0	0	0
FBtr0332236	0	0	0.00691543	20.2966	23.7529	24.2798
FBtr0329844	261.831	105.475	183.381	261.358	152.68	184.218
FBtr0329839	52.3267	52.5831	0	104.653	52.5398	3.26141e-8
FBtr0329842	0	0	0	0	0	0
FBtr0332237	0	0	0	0	0	0
FBtr0336736	324.843	139.736	139.582	1023.65	489.424	402.503
FBtr0329846	0	0	0	0	0	0
FBtr0329845	0	0	0	0	0	0
FBtr0329843	0	51.2055	35.0304	0	0	0
FBtr0082799	6458.65	2005.81	2490.06	5411.9	2455.52	1679.02
FBtr0082797	11.4601	1529.29	1901.51	2341.91	1180.1	1523.9
FBtr0346346	2.65619e-8	1515.11	1685.72	46.0358	1165.58	976.471
FBtr0346347	9968.89	1793.79	1982.71	7995.16	1240.81	1264.61
FBtr0084420	0	0	0	1	0	1
FBtr0074230	1863	747	872	1513	765	699
FBtr0112400	145.904	1.03043	5.06828	82.1113	2.02711	5.13937
FBtr0331156	8	0	4	0	11.2463	10.4984
FBtr0331157	8	0	4	0	11.2463	10.4984
FBtr0343982	0	8.82773	0	47.5231	0	0.00311284
FBtr0332994	0	3.17227	0	9.47685	3.50741	0
FBtr0070707	478.647	60.3827	61.8737	269.388	59.6648	64.3254
FBtr0070704	926.843	7.28538	0	540.382	0	0
FBtr0070706	6927.48	3155.35	4136.3	8722.86	2910.99	3200.51
FBtr0307065	0	0	0	0	0	0
FBtr0300565	0	141.328	64.4643	0.145104	0.0030406	74.1205
FBtr0346714	1583.21	1008.45	1203.67	4.02965	0.00391798	0.0093228
FBtr0339597	0	0	0	0	45.2594	1.02187e-6
FBtr0344276	1375.1	39.4113	183.817	1631.68	93.8222	53.0638
FBtr0082092	0	0	0	7.21829e-6	2.81353e-4	1.87168e-4
FBtr0344275	3.33239e-5	0	0	0	0	0
FBtr0300564	73.1201	0.0583233	0.0742397	0.0993789	0	8.24227e-6
FBtr0344277	213.968	69.9932	130.801	1013.81	611.516	647.205
FBtr0305273	0	0	0	0	0	0
FBtr0114644	0	0	0	1	0	0
FBtr0078384	1.02941e-4	2.64444	16.7627	0.0223873	110.552	101.594
FBtr0078383	483.71	61.8539	62.7036	159.869	83.2787	75.0163
FBtr0305331	705.29	332.502	385.534	885.109	234.17	232.389
FBtr0346513	0.300033	0	0	0.475608	0	0
FBtr0333152	0	1.34398	0	0	0.665181	0
FBtr0112510	5.6419	0.36718	2.66667	7.25387	2.07811	1
FBtr0087297	197.611	315.751	301.475	541.917	489.444	411.525
FBtr0087296	1819.39	780.249	1147.53	1592.08	601.556	834.475
FBtr0332380	0	0	1	2	1	1
FBtr0077024	1	0	1	1	1	0
FBtr0078507	0	0	0	0	0	0
FBtr0084821	1	0	0	0	0	0
FBtr0071309	0	1	0	1	0	0
FBtr0346164	1	0	0	0	0	0
FBtr0082010	1735	968	1027	1469	604	732
FBtr0086091	736.145	26.2713	64.5366	237.864	38.6416	13.3744
FBtr0086092	2318.86	720.729	784.463	1757.14	697.358	660.626
FBtr0079762	8.897	0	8.87415	10.5879	3.51773	5.2514
FBtr0299772	0.0108347	0	0	0	0	0.017557
FBtr0299771	1.0194	0	0	0	0	1.44295
FBtr0299768	0	0	3.30297e-6	0	0	0
FBtr0345263	3.22808e-7	0	0	0	0	7.12892e-7
FBtr0305057	0	0	0	0	5	0
FBtr0305058	90.9698	4	5	18	0	1.53949
FBtr0070184	0	0	0	1	0	0
FBtr0310497	14	5	6	8	2	2
FBtr0075590	5.83047	0	0	17.4914	5.90977	7.91288
FBtr0332094	3.16953	4	7	1.5086	1.09023	1.08712
FBtr0088695	672	273	339	710	289	282
FBtr0346507	1.92877	6.70463	8.90386	9.40638	17.8326	4.22188
FBtr0346508	46.8887	6.74982	13.4714	46.9507	0	6.75373
FBtr0302176	24.5032	18.2495	33.207	29.3858	10.9692	16.9061
FBtr0088450	2682.17	1087.75	1361.68	3018.74	1178.02	1224.09
FBtr0331955	0	0	0	0	0	0
FBtr0085033	0	0	0	1	0	0
FBtr0081690	0	0	0	0	0	0
FBtr0080434	1514.71	598	729.816	1936.76	768.964	717.979
FBtr0112501	25	13	17	71	32	55
FBtr0088394	273.878	19.4476	12.7751	152.046	11.2609	9.98612
FBtr0088393	348.298	211.469	265.936	487.789	206.674	255.467
FBtr0077210	38.9426	0	0	14.283	0	0
FBtr0077204	0	0	0	0	0	0
FBtr0077208	267.445	48.6642	43.5866	382.781	49.4115	109.687
FBtr0307526	15.0122	1.94742e-6	2.69623e-8	2.13851e-6	7.49225e-7	2.88568e-7
FBtr0077205	0	0	0	0	0	0
FBtr0077209	0.00621908	1.36794e-5	0	1.16203e-5	0.00171933	0
FBtr0077206	1.37322e-5	0	0	0	0	0
FBtr0307527	2.68418e-6	55.6324	0.841272	7.99846	65.529	3.81854
FBtr0077207	90.9051	0	42.2124	38.7335	13.255	3.09335e-7
FBtr0307528	229.236	218.265	198.425	272.183	130.776	191.988
FBtr0307524	76.9183	0	0	0	0	0
FBtr0077203	58.6922	38.4383	85.4081	30.6061	75.0269	23.5064
FBtr0307529	0	0	0	0	0	0
FBtr0307525	74.8415	0	55.5264	104.416	0	0
FBtr0308086	19.2884	4.79085	0	27.9011	0	0
FBtr0300799	145.138	97.6327	64.2925	558.227	12.2814	96.2341
FBtr0333671	18.3435	0	0	48.0294	0	9.45667
FBtr0300797	0	43.8666	0	24.9891	16.2201	0
FBtr0300798	0	0	0	0	0	0
FBtr0308087	34.2281	0	13.2889	0	0	0
FBtr0089119	60.016	5.91735	4.26727	18.1034	10.0113	3.1177
FBtr0300796	0	0	0	0	0	0
FBtr0300800	1068.46	210.792	307.501	742.72	383.052	269.923
FBtr0089116	104.529	0	30.6502	46.0308	13.4353	20.2688
FBtr0113033	47	13	16	32.5	13.5	13
FBtr0452145	47	13	16	32.5	13.5	13
FBtr0332591	21.131	0	0	33.9629	0	0
FBtr0074079	4229.65	1420.18	1667.01	3819.3	1310	1393.6
FBtr0332592	46.2226	28.8248	22.9918	34.7343	0	17.4041
FBtr0086996	0	0	0	0	1	0
FBtr0336954	3	1	3	2	3	0
FBtr0346809	0	0	0	0	0	0
FBtr0308827	218.949	66.9707	69.2678	216.032	180.943	185.307
FBtr0084137	1999.48	869.845	1180.23	3291.48	1318.34	1555.77
FBtr0308826	153.569	77.1845	93.5041	355.485	183.712	93.925
FBtr0071541	1567	988	1200	2128	1258	1303
FBtr0336859	0	0	2	0	0	0
FBtr0336860	0.891165	0.589101	0	1.70836	0	0.605539
FBtr0080707	2.10883	1.4109	0	4.29164	3	1.39446
FBtr0290334	0	0	0	0	0	0
FBtr0290335	5.43635	0	0	2.71818	0	0
FBtr0308597	0	0	0	0	0	0
FBtr0301944	1.56365	0	0	5.28182	0	0
FBtr0080480	0	0	0	0	0	0
FBtr0081576	3.00137	46	51	11.4286	27	27
FBtr0339734	86.9986	0	0	74.5714	0	0
FBtr0084804	0	0	0	0	0	0
FBtr0332163	0	0	0	0	0	0
FBtr0303731	0	0	0	0	0	0
FBtr0086044	6135.3	2048.44	2231.38	6808.48	2281.91	2118.77
FBtr0335270	388.272	49.4342	31.0961	102.138	39.6134	35.8312
FBtr0070437	0	0	0	0	0	0
FBtr0302447	0	0	0	3.4324	0	0
FBtr0302449	10	7	8	8.42642	0	8.98017
FBtr0302448	0	0	0	4.14119	7	0.0198316
FBtr0087862	359.523	130.468	145.66	419.852	122.146	141.328
FBtr0302455	0.0116908	0	0	52.8087	0	0
FBtr0087864	59.9153	65.5322	85.3403	15.8811	36.8542	51.6722
FBtr0087863	5.5501	0	0	5.45798	0	0
FBtr0072962	8	2	3	5	4	3
FBtr0076847	4242	2348	3072	5454	2442	2482
FBtr0336754	0.395643	5	5	6.33557	0	13
FBtr0081966	21.6044	0	0	21.6644	6	0
FBtr0070293	0	0	0	0	0	0
FBtr0070294	192	136	158	212	143	114
FBtr0074896	3628.04	1005.3	1312.92	4557.6	1177.28	1412.87
FBtr0331800	635.962	313.703	216.083	147.397	252.721	241.134
FBtr0072564	395	275	389	632	312	318
FBtr0074785	106.252	108.113	132.083	87.838	69	119
FBtr0346015	92.2855	3.88716	1.91686	52.162	0	0
FBtr0074474	0	0	1	0	0	0
FBtr0331811	42.986	226.278	271.196	219.189	180.056	227.905
FBtr0075141	604.014	104.722	147.804	422.811	121.944	96.0946
FBtr0088926	466	191	241	417	161	162
FBtr0301134	3.00486e-4	1.95313e-4	0.00368245	217.817	0	233.619
FBtr0085069	2504	1122	1324	2642.18	1243	953.381
FBtr0078288	275.822	220	280	326.052	195	183.532
FBtr0304820	164.178	0	0	143.948	0	22.4676
FBtr0301448	0	4.79956	17.83	37.3039	4.8947e-4	0
FBtr0301447	227.715	213.789	263.278	194.541	134.179	146.355
FBtr0301446	281.285	13.4119	39.8924	159.155	60.82	75.6452
FBtr0345944	10.8103	5.1627	1.37213	16.0757	1.97039	0
FBtr0345943	43.1897	4.8373	6.62787	23.9243	9.02961	9
FBtr0301526	0	2	3	3	1	2
FBtr0089287	0.136192	0	0	0	0	0
FBtr0337061	2.86381	0	0	0	0	0
FBtr0075653	3.75206	0	1.88226	0.948113	0.949652	0.932995
FBtr0075654	0.247943	0	0.117745	0.051887	0.0503477	0.0670048
FBtr0329941	957.716	132.635	127.546	656.694	105.797	95.1659
FBtr0079301	621.642	265.922	342.378	728.657	312.115	186.579
FBtr0329942	517.08	228.054	262.952	776.418	262.866	132.192
FBtr0079300	391.281	418.195	480.062	590.616	528.111	491.532
FBtr0329943	391.281	418.195	480.062	590.616	528.111	491.532
FBtr0076933	0	0	0	0	0	0
FBtr0078830	132.856	78.746	98.7293	56.654	93.2467	101.97
FBtr0078828	526.332	556.331	766.237	561.642	502.256	582.385
FBtr0078829	945.812	263.923	305.034	971.704	191.497	117.645
FBtr0343392	0	1	0	0	0	0
FBtr0081279	848	436	514	982	371	467
FBtr0309241	31.5362	521.767	716.262	1250.99	653.997	402.035
FBtr0085444	296.007	926.78	1274.94	60.1017	734.297	906.192
FBtr0085446	0.160412	120.769	110.683	0	18.6961	116.602
FBtr0085442	2339.31	418.515	362.6	2816.93	289.502	17.1768
FBtr0085445	0	88.4874	23.4042	20.2119	29.4642	118.625
FBtr0085443	2287.73	22.6806	230.109	1597.08	461.48	626.368
FBtr0088549	106.594	5.99474e-4	45.6963	814.442	150.945	150.806
FBtr0306808	35.9275	19.0863	54.1861	96.5955	41.1669	20.6229
FBtr0088548	4819.27	1884.74	2198.89	4889.84	2025.04	1962.53
FBtr0088550	4808.2	2224.83	2857.25	9652.93	3540.24	4365.04
FBtr0339384	108.002	58.3386	43.9721	76.2002	46.6068	7.30776e-7
FBtr0072788	149.571	33.9564	82.6299	97.6844	47.6463	50.8377
FBtr0332877	60.0573	101.107	22.4531	31.878	0	28.9571
FBtr0332876	154.371	46.749	80.9985	85.4376	49.7922	74.0595
FBtr0330391	205.942	84.9366	60.8752	118.658	79.4968	71.5
FBtr0070244	205.942	84.9366	60.8752	118.658	79.4968	71.5
FBtr0345507	353.729	0.147328	57.268	373.435	0.0352637	0
FBtr0343114	7.49497e-4	2.61559e-4	0	0	2.14199e-4	0
FBtr0081125	5.42284	2.01865	1.24878	7	2.99979	0
FBtr0343113	0.576409	1	1.7565	0	0	0
FBtr0088203	2	0	0	0	0	0
FBtr0301738	0	0	0	0	0	0
FBtr0340494	0	0	0	0	1	0
FBtr0071336	4	1	0	1	0	0
FBtr0077408	309	182.818	250.294	317	169.886	156.601
FBtr0082719	629	323	426	519	263	310
FBtr0073257	1	0	0	1	3	3
FBtr0086736	12.343	7.95529	7.55869	46.7826	18.5288	8.30747
FBtr0086740	37979.7	4379.29	4483.97	26271.5	5239.38	4898.22
FBtr0086738	24290.9	20790.8	26523.5	45993.7	24192.1	25822.5
FBtr0336484	148.553	48.115	58.2577	17.0467	123.363	53.6528
FBtr0100617	131.475	0	0	137.076	43.7969	12.4325
FBtr0078907	28.8771	0	10.5448	22.4604	10.2098	10.8417
FBtr0336483	760.096	348.885	398.197	862.417	192.63	261.073
FBtr0300890	180	106.895	117	215.299	87.5614	95.6286
FBtr0087788	0	9.10471	0	14.7015	36.4386	18.3714
FBtr0333952	883.751	102.826	93.7007	429.342	107.19	98.3914
FBtr0333962	0	2.15532e-6	2.95321e-6	1.49573	6.77698e-6	0.0422013
FBtr0333960	0.00563635	0	0	0	0	0
FBtr0333957	0	0	6.85337	39.7443	0	0
FBtr0333954	0	0	8.64066	0	0	17.2598
FBtr0333956	0	22.2968	69.299	0	6.59439	9.74657
FBtr0333958	2722.57	1415.94	1670.88	3386.69	1431.23	1175.3
FBtr0333953	1.47015e-4	0	0	0	0	0
FBtr0333961	18.9436	3.96386	5.30646	21.7317	10.6812	5.26172
FBtr0333959	0	0	6.43448e-7	0	9.30901	1.79075e-4
FBtr0333955	14.7301	13.9715	7.3219	0	0	1.24765e-5
FBtr0088331	2	0	1	0	0	1
FBtr0088330	1	0	0	0	1	0
FBtr0299623	1049.64	481.304	588.141	1602.27	519.817	431.573
FBtr0299624	1923.98	792.784	1104.48	2110.27	1102.92	1063.77
FBtr0299622	64.5075	23.5247	23.4256	120.452	42.0352	27.4776
FBtr0299625	0	56.2542	81.5504	0	5.21763e-5	45.5235
FBtr0339261	129.06	50.5481	29.2097	38.55	44.1358	9.67763
FBtr0333266	11.9172	0	0	0	6.76843	0
FBtr0333267	4235.21	724.694	896.576	2788.2	915.82	640.098
FBtr0072589	5317.87	3348.31	3976.42	7675.8	3794.41	3047.9
FBtr0305556	0	0	1	1	0	1
FBtr0072219	7159.6	4392.46	5451.1	10687.6	4623.28	5637.52
FBtr0305990	113.52	34.8015	23.2298	58.4898	76.8541	81.7146
FBtr0305989	1226.88	30.7325	20.6639	1143.92	55.8616	30.7623
FBtr0342704	0	0	0	0	0	0
FBtr0086258	18	2	11	10	5	3
FBtr0307759	0	5.79384	30.3648	71.5513	11.9678	32.2368
FBtr0084065	139.124	45.0459	83.3722	145.082	79.3338	101.279
FBtr0084067	147.507	90.8933	93.4156	142.182	70.4311	40.2571
FBtr0084070	497.517	175.561	230.488	473.711	165.086	161.396
FBtr0084077	74.1102	43.4808	46.3787	66.9284	24.2998	41.7615
FBtr0084072	70.6055	36.8672	41.3141	73.4675	11.397	40.9168
FBtr0084073	497.299	267.368	350.053	570.588	194.559	258.685
FBtr0084066	193.868	46.8454	53.108	141.451	94.4468	75.2613
FBtr0084078	230.344	102.639	115.414	236.348	87.8803	119.944
FBtr0084079	1251.17	644.187	873.466	1115.74	626.731	668.557
FBtr0114360	78.3083	79.6415	119.634	78.4867	99.824700000000007	37.817
FBtr0307760	0	10.8507	8.67212	0	0	0
FBtr0084081	92.0424	176.032	223.231	232.242	169.603	159.486
FBtr0343765	47.6973	19.8236	28.9625	74.4761	37.0221	38.1939
FBtr0084064	26.9343	69.8877	67.4538	125.798	45.523	49.5834
FBtr0084085	54.4318	8.23927	34.6023	44.0986	22.351	21.0239
FBtr0084083	0	72.3987	8.67167	0.751438	32.982	13.0265
FBtr0114361	184.773	106.259	112.36	230.283	95.1988	88.3976
FBtr0084071	0	0	0	74.1276	0	0
FBtr0084084	0	48.8989	23.664	0	0.0247417	14.9193
FBtr0084069	65.7304	55.5989	87.858	150.97	81.8043	62.155
FBtr0084080	13.749	0	12.1663	0	6.81678	0
FBtr0084074	29.9004	41.6981	55.6612	0	45.4668	42.3079
FBtr0084075	395.114	308.361	389.516	775.523	334.191	303.357
FBtr0084062	313.455	169.651	239.796	462.741	126.821	169.281
FBtr0114359	19.4112	15.2207	21.4742	0	0	18.3603
FBtr0084068	80.914	70.1389	62.6189	214.585	78.9006	84.3638
FBtr0084063	152.958	80.324700000000007	77.8441	233.37	101.396	85.0236
FBtr0084082	231.55	149.217	241.733	367.241	196.63	154.037
FBtr0084060	69.1773	4.13985	11.5504	43.5685	7.96091	9.11816
FBtr0084061	57.3411	60.1095	66.4984	125.122	50.7463	73.2509
FBtr0082978	979.904	664.835	402.422	1524.41	286.638	451.422
FBtr0082979	2200.1	838.165	1320.58	1692.59	1157.36	1007.58
FBtr0304634	0	0	0	0	0	0
FBtr0304635	0	0	0	0	0	0
FBtr0343117	1164.68	0	32.549	420.58	16.2984	32.6735
FBtr0089628	1729.32	1134	1414.45	2117.42	872.702	900.326
FBtr0334574	745.702	386.88	548.638	990.223	520.895	406.927
FBtr0334576	3.66925e-5	0	0	0	0	0
FBtr0334577	1.99131e-6	0	0	5.06563e-5	0	0
FBtr0334575	632.298	307.12	329.362	777.777	214.105	298.073
FBtr0078208	19	6	4	7	5	6
FBtr0307394	49.0161	42.1295	23.4045	62.5284	23.6964	33.4984
FBtr0100010	522.639	225.484	296.694	353.01	145.847	198.875
FBtr0290267	24.476	0	0	18.9923	5.86741	0
FBtr0081021	449	204.716	207.482	314.506	190.045	181.615
FBtr0081022	228.563	70.7445	121.308	389.795	118.061	109.828
FBtr0340182	97.075	0	17.1283	113.441	0	0
FBtr0330341	0.666667	0.333333	0	0.333333	0	0.333333
FBtr0334765	0	0	0	0	0	0
FBtr0346866	0.666667	0.333333	0	0.333333	0	0.333333
FBtr0330340	0.666667	0.333333	0	0.333333	0	0.333333
FBtr0079832	0	0	0	0	0	0
FBtr0080478	357	129	135	333	125	123
FBtr0076185	4.03156	1.81912	1.47583	2.75453	1.20957	1.40563
FBtr0345037	19.9684	9.18088	7.52417	15.2455	6.79043	6.59437
FBtr0076310	0	0	0	0	0	0
FBtr0331552	0	0	0	0	0	0
FBtr0076308	0	0	0	0	0	0
FBtr0076309	0	0	0	0	0	0
FBtr0070270	965.883	934.922	993.596	1213.54	666.84	714.029
FBtr0333115	1035.81	90.8745	144.618	666.347	130.96	68.9437
FBtr0085157	22	0	10	27	11.0676	0
FBtr0334728	0	11.1326	0	0	0	9
FBtr0333180	229.232	755.31	1135.05	632.94	971.44	687.6
FBtr0333179	118.145	0	16.5351	102.266	0	23.5761
FBtr0100538	1753.37	433.43	388.719	927.098	461.154	159.176
FBtr0333181	483.57	1.30554	113.546	1349.42	51.894	375.137
FBtr0333182	195.915	5.82816	0	322.1	19.9985	14.2575
FBtr0077342	144.767	31.1268	20.1463	101.176	36.5128	12.2536
FBtr0303582	0	0	0	0	0	0
FBtr0100508	20.6471	15.9937	31.8901	0	0	0
FBtr0073321	0	65.2763	20.975	39.4117	0	0
FBtr0343995	57.6339	3.41496e-6	0.0123666	0.00320526	0	0
FBtr0304989	190.867	44.1889	58.087	151.765	24.4518	46.1251
FBtr0302594	0	102.79	193.149	2.69982e-8	26.9272	16.5669
FBtr0100507	0	53.4881	6.74576e-7	4.09927e-4	11.4735	0.164215
FBtr0304990	645.073	113.263	143.887	71.672	41.1475	0
FBtr0100504	38.3713	3.62659e-4	1.23131e-6	0	1.48997e-8	16.1438
FBtr0100505	112.408	0	0	19.1474	0	0
FBtr0306974	352.343	198.864	243.715	249.73	171.78	191.635
FBtr0346589	142.688	0	4.95757	147.608	0	0
FBtr0331628	594.045	633.819	731.735	601.706	457.632	544.052
FBtr0077647	520.955	66.7312	137.868	377.294	64.8472	57.4423
FBtr0344864	60.6465	72.4506	105.471	109.266	63.3061	89.3346
FBtr0290281	104.354	9.54937	9.5286	189.734	47.6939	28.6654
FBtr0343739	53.0522	110.957	60.2522	64.6917	49.1878	64.6875
FBtr0079885	275.71	2.87778e-5	3.93288e-4	4.58569	1.67181	0
FBtr0079886	345.197	125.757	337.022	339.005	186.503	141.411
FBtr0343738	168.368	0	0	398.499	0	0
FBtr0079887	387.978	355.679	385.35	628.621	498.475	521.236
FBtr0078137	154.378	0	0	164.039	0	26.4938
FBtr0343780	105.284	0	0	124.514	0	0
FBtr0343779	44.2167	134.276	180	4.75558e-4	120	122.528
FBtr0074411	2.18718	1.00936	2	2.20463	0	2.22347
FBtr0080873	1136.54	1066.01	1280.01	2035.24	1598.17	1252.28
FBtr0301144	252.262	63.9973	206.943	220.12	0	79.1351
FBtr0080874	54.916	13.6881	13.7951	82.374	55.2445	13.8369
FBtr0337091	2058.28	249.3	257.249	1932.26	354.583	236.752
FBtr0080962	0	0	0	0	0	0
FBtr0073225	223.151	0	0	216.261	0	0
FBtr0073226	198.849	173	218	85.7392	130	145
FBtr0433523	0	0	0	0	0	0
FBtr0343755	142.595	33.9519	50.8274	132.04	20.1445	35.7045
FBtr0072480	384.384	368.107	420.104	418.324	189.048	416.47
FBtr0346614	21.3663	61.424	17.8489	37.0651	41.9574	0
FBtr0072481	824.249	190.074	366.047	791.611	303.995	221.53
FBtr0310005	5.34202	0	0	0	1.00103	1.34011
FBtr0310006	0	1.32686	0	0	0	0
FBtr0075285	0	1.15379	0	0	0	0
FBtr0333861	0	5.52062	0	3.92084	0	0
FBtr0113427	0	0	0	3.0736	0	2.00327
FBtr0113428	0.662869	0	0	2.46377	0	0.663114
FBtr0290066	0	0	0	0	0	0
FBtr0075761	0	0	0	0	0	0
FBtr0075762	8	4	10	7	2	3
FBtr0075763	0	0	0	0	0	0
FBtr0072371	5	5	3	5	3	6
FBtr0085865	390	212	270	480	220	208
FBtr0073355	0	0	0	1	0	0
